time,entity,timestamp,vibration_min,vibration_max,vibration_mean,vibration_median,vibration_stddev,belt_speed_min,belt_speed_max,belt_speed_mean,belt_speed_median,belt_speed_stddev,good_count,reject_count,reject_count_1m,reject_goal,good_count_1m,record_purpose
16860000,Assy_Conveyor,4/23/2019 6:19,0.90066272,1.099631548,1.001785121,0.998533964,0.06997285,2476.118164,2524.900146,2499.601746,2497.369385,17.70866007,13624,16878,0,0,15,training
16920000,Assy_Conveyor,4/23/2019 6:20,0.90066272,1.099631548,1.004176023,0.998533964,0.070945916,2476.118164,2524.885742,2499.977694,2497.369385,17.56807413,13640,16878,0,0,16,training
16980000,Assy_Conveyor,4/23/2019 6:21,0.907813668,1.099631548,0.998361412,0.981467664,0.072143849,2476.919678,2524.885742,2499.158719,2495.041504,18.15486238,13655,16878,0,0,15,training
17040000,Assy_Conveyor,4/23/2019 6:22,0.900056124,1.099631548,0.997387066,0.981467664,0.07326455,2475.099609,2524.999756,2499.24629,2495.28125,18.01495725,13671,16878,0,0,16,training
17100000,Assy_Conveyor,4/23/2019 6:23,0.900087714,1.099828124,1.003041427,1.028166294,0.079174797,2475.002441,2525,2500.806966,2502.161621,17.87315222,13687,16878,0,0,16,training
17160000,Assy_Conveyor,4/23/2019 6:24,0.900087714,1.099384546,1.000744175,1.001884758,0.067956216,2475.01123,2524.997559,2500.347919,2498.822754,18.31799384,13703,16878,0,0,16,training
17220000,Assy_Conveyor,4/23/2019 6:25,0.900003493,1.099989295,1.000409561,1.002093226,0.074800205,2475.099609,2524.999756,2501.115531,2500.436279,18.05505711,13717,16878,0,0,14,training
17280000,Assy_Conveyor,4/23/2019 6:26,0.900056124,1.099699855,1.001091053,0.986851901,0.071703832,2475.002441,2524.870361,2499.534954,2497.995117,17.95825793,13727,16878,0,0,10,training
17340000,Assy_Conveyor,4/23/2019 6:27,0.902454197,1.099828124,1.001801681,0.99769634,0.066640151,2475.01123,2524.952881,2500.038137,2503.323975,17.83155031,13740,16878,0,0,13,training
17400000,Assy_Conveyor,4/23/2019 6:28,0.900268555,1.096259713,0.995510788,1.000209451,0.067081312,2475.794189,2524.970215,2501.224351,2501.526123,17.3708004,13748,16878,0,0,8,training
17460000,Assy_Conveyor,4/23/2019 6:29,0.90003705,1.099989295,1.001975278,1.011077523,0.064845788,2475.01123,2524.635254,2501.234822,2500.279297,17.95046537,13764,16878,0,0,16,training
17520000,Assy_Conveyor,4/23/2019 6:30,0.90003705,1.099851727,1.000695323,1.007323861,0.070272734,2475.041992,2524.977295,2500.70836,2505.878418,17.61051252,13780,16878,0,0,16,training
17580000,Assy_Conveyor,4/23/2019 6:31,0.90003705,1.088909745,1.000989109,1.007323861,0.074022719,2475.022705,2522.70166,2500.542639,2505.878418,17.96394495,13795,16878,0,0,15,training
17640000,Assy_Conveyor,4/23/2019 6:32,0.90003705,1.088909745,0.995560134,1.007323861,0.072856768,2475.041992,2522.70166,2501.065543,2505.878418,17.57833582,13811,16878,0,0,16,training
17700000,Assy_Conveyor,4/23/2019 6:33,0.90003705,1.088909745,0.996868932,1.007323861,0.069872991,2475.041992,2522.70166,2499.461992,2505.878418,17.7899096,13827,16878,0,0,16,training
17760000,Assy_Conveyor,4/23/2019 6:34,0.90003705,1.088909745,0.999164008,1.007323861,0.068245144,2475.022705,2522.70166,2498.853113,2503.4104,17.59162627,13844,16878,0,0,17,training
17820000,Assy_Conveyor,4/23/2019 6:35,0.90003705,1.088909745,0.999409401,1.007323861,0.068922807,2475.022705,2522.70166,2500.691415,2503.4104,17.75896627,13861,16878,0,0,17,training
17880000,Assy_Conveyor,4/23/2019 6:36,0.90003705,1.098492861,0.993632451,1.007323861,0.069997174,2475.022705,2522.70166,2499.77323,2503.4104,17.92583495,13878,16878,0,0,17,training
17940000,Assy_Conveyor,4/23/2019 6:37,0.90003705,1.098492861,1.001371374,1.012741089,0.069136569,2475.022705,2522.70166,2499.764115,2503.4104,17.84393691,13895,16878,0,0,17,training
18000000,Assy_Conveyor,4/23/2019 6:38,0.90003705,1.088909745,1.005814612,1.012741089,0.06986104,2475.022705,2522.70166,2498.198229,2503.4104,17.62431851,13912,16878,0,0,17,training
18060000,Assy_Conveyor,4/23/2019 6:39,0.90003705,1.098492861,1.002701094,1.012741089,0.070244916,2475.041992,2522.70166,2499.456801,2503.4104,17.70940001,13930,16878,0,0,18,training
18120000,Assy_Conveyor,4/23/2019 6:40,0.90003705,1.088909745,1.0004773,1.012741089,0.068511069,2475.022705,2522.70166,2500.016944,2503.4104,17.36693473,13946,16878,0,0,16,training
18180000,Assy_Conveyor,4/23/2019 6:41,0.90003705,1.088909745,1.001170697,1.012741089,0.067175493,2475.022705,2522.70166,2499.668833,2503.677856,17.70077938,13964,16878,0,0,18,training
18240000,Assy_Conveyor,4/23/2019 6:42,0.90003705,1.098492861,1.00104346,1.007323861,0.069883465,2475.022705,2522.70166,2499.512926,2503.945313,17.87704217,13981,16878,0,0,17,training
18300000,Assy_Conveyor,4/23/2019 6:43,0.90003705,1.098492861,0.994948866,1.007323861,0.074515179,2475.022705,2523.456299,2499.396346,2505.878418,17.51353198,13996,16878,0,0,15,training
18360000,Assy_Conveyor,4/23/2019 6:44,0.90003705,1.088909745,0.998164688,1.007323861,0.071877172,2475.041992,2523.456299,2500.783076,2505.878418,17.80617624,14012,16878,0,0,16,training
18420000,Assy_Conveyor,4/23/2019 6:45,0.90003705,1.088909745,1.002521784,1.007323861,0.071800414,2475.022705,2522.70166,2499.438782,2505.878418,17.84242745,14028,16878,0,0,16,training
18480000,Assy_Conveyor,4/23/2019 6:46,0.90003705,1.098492861,1.001741745,0.993266344,0.070634309,2475.041992,2522.70166,2500.08112,2505.878418,18.1502237,14045,16878,0,0,17,training
18540000,Assy_Conveyor,4/23/2019 6:47,0.90003705,1.098492861,1.003678903,1.007323861,0.07117668,2475.041992,2522.70166,2499.362793,2505.878418,18.06445297,14062,16878,0,0,17,training
18600000,Assy_Conveyor,4/23/2019 6:48,0.90003705,1.098492861,1.002134989,1.012741089,0.070248644,2475.041992,2522.70166,2500.244026,2503.945313,17.7256574,14080,16878,0,0,18,training
18660000,Assy_Conveyor,4/23/2019 6:49,0.90003705,1.098492861,1.002767237,1.012741089,0.067545724,2475.041992,2522.70166,2499.766391,2503.4104,17.48559353,14097,16878,0,0,17,training
18720000,Assy_Conveyor,4/23/2019 6:50,0.90003705,1.098492861,0.998181379,1.012741089,0.071482664,2475.041992,2522.70166,2498.227019,2503.4104,17.69858506,14114,16878,0,0,17,training
18780000,Assy_Conveyor,4/23/2019 6:51,0.90003705,1.098492861,1.00023124,1.012741089,0.070247098,2475.022705,2522.70166,2499.606574,2503.4104,18.25790106,14131,16878,0,0,17,training
18840000,Assy_Conveyor,4/23/2019 6:52,0.90003705,1.088909745,1.002840318,1.012741089,0.06898315,2475.022705,2522.70166,2498.919903,2503.4104,17.95670227,14148,16878,0,0,17,training
18900000,Assy_Conveyor,4/23/2019 6:53,0.90003705,1.098492861,0.998347408,1.007323861,0.070686433,2475.022705,2523.456299,2500.481344,2503.945313,17.87802668,14165,16878,0,0,17,training
18960000,Assy_Conveyor,4/23/2019 6:54,0.904765725,1.09918499,0.997756326,1.007323861,0.069201487,2475.022705,2523.456299,2499.442856,2503.945313,17.90627328,14181,16879,1,1,16,training
19020000,Assy_Conveyor,4/23/2019 6:55,0.904765725,1.098492861,0.995224858,1.007323861,0.071955641,2475.022705,2522.70166,2498.982998,2503.945313,17.59172894,14198,16879,0,0,17,training
19080000,Assy_Conveyor,4/23/2019 6:56,0.904765725,1.09918499,1.000440414,1.007323861,0.072730989,2475.022705,2523.456299,2500.351886,2505.878418,17.86532479,14214,16879,0,0,16,training
19140000,Assy_Conveyor,4/23/2019 6:57,0.90003705,1.09918499,0.998410472,1.007323861,0.075014956,2475.022705,2523.456299,2499.806539,2505.878418,17.90106738,14229,16879,0,0,15,training
19200000,Assy_Conveyor,4/23/2019 6:58,0.90003705,1.088909745,0.996569759,1.007323861,0.071658319,2475.022705,2523.456299,2501.794095,2505.878418,18.01781508,14244,16879,0,0,15,training
19260000,Assy_Conveyor,4/23/2019 6:59,0.90003705,1.088909745,1.001700842,1.007323861,0.073210965,2475.022705,2523.456299,2500.510362,2505.878418,17.86186158,14260,16879,0,0,16,training
19320000,Assy_Conveyor,4/23/2019 7:00,0.90003705,1.088909745,0.997669911,1.007323861,0.072748906,2475.022705,2523.456299,2500.376212,2505.878418,17.52533998,14277,16879,0,0,17,training
19380000,Assy_Conveyor,4/23/2019 7:01,0.90003705,1.088909745,1.002113177,1.007323861,0.070063349,2475.022705,2523.456299,2499.112586,2505.878418,17.99497074,14294,16879,0,0,17,training
19440000,Assy_Conveyor,4/23/2019 7:02,0.90003705,1.088909745,1.000645281,1.007323861,0.06826433,2475.022705,2523.456299,2500.199223,2503.4104,17.73931761,14311,16879,0,0,17,training
19500000,Assy_Conveyor,4/23/2019 7:03,0.90003705,1.088909745,0.998180356,1.007323861,0.066324373,2475.022705,2523.456299,2500.764944,2503.4104,17.90653954,14328,16879,0,0,17,training
19560000,Assy_Conveyor,4/23/2019 7:04,0.90003705,1.088909745,0.994451642,1.007323861,0.069182592,2475.022705,2523.456299,2499.538989,2503.4104,17.86634432,14345,16879,0,0,17,training
19620000,Assy_Conveyor,4/23/2019 7:05,0.90003705,1.098492861,1.002682193,1.012741089,0.068434134,2475.022705,2523.456299,2500.615234,2503.945313,17.8276069,14362,16879,0,0,17,training
19680000,Assy_Conveyor,4/23/2019 7:06,0.90003705,1.098492861,1.003005185,1.012741089,0.069604585,2475.022705,2522.70166,2498.849102,2503.4104,17.76416309,14379,16879,0,0,17,training
19740000,Assy_Conveyor,4/23/2019 7:07,0.90003705,1.09918499,1.000504496,1.012741089,0.070951319,2475.022705,2523.456299,2499.310937,2503.945313,18.09018351,14396,16879,0,0,17,training
19800000,Assy_Conveyor,4/23/2019 7:08,0.904765725,1.098492861,0.998683318,1.007323861,0.07007946,2475.022705,2523.456299,2500.189683,2503.945313,17.95985248,14412,16879,0,0,16,training
19860000,Assy_Conveyor,4/23/2019 7:09,0.90003705,1.09918499,1.000832511,1.007323861,0.075236241,2475.022705,2523.456299,2500.222336,2505.878418,17.54394081,14428,16879,0,0,16,training
19920000,Assy_Conveyor,4/23/2019 7:10,0.90003705,1.09918499,1.005017266,1.007323861,0.073656774,2475.022705,2523.456299,2500.579844,2505.878418,17.67715382,14444,16879,0,0,16,training
19980000,Assy_Conveyor,4/23/2019 7:11,0.90003705,1.09918499,0.997035487,0.993266344,0.075052659,2475.022705,2523.456299,2499.435229,2505.878418,17.76240952,14459,16879,0,0,15,training
20040000,Assy_Conveyor,4/23/2019 7:12,0.90003705,1.088909745,1.002412604,1.007323861,0.069457426,2475.022705,2523.456299,2500.952096,2505.878418,18.13473557,14475,16879,0,0,16,training
20100000,Assy_Conveyor,4/23/2019 7:13,0.90003705,1.098492861,1.002172195,1.007323861,0.06946869,2475.022705,2523.456299,2499.189956,2505.878418,18.17049363,14492,16879,0,0,17,training
20160000,Assy_Conveyor,4/23/2019 7:14,0.90003705,1.098492861,0.997787142,1.007323861,0.069232634,2475.022705,2523.456299,2499.641104,2503.4104,18.06674135,14509,16879,0,0,17,training
20220000,Assy_Conveyor,4/23/2019 7:15,0.90003705,1.098801374,0.997028448,0.977368891,0.066888645,2475.022705,2523.510254,2499.91888,2503.790283,17.78542491,14527,16879,0,0,18,training
20280000,Assy_Conveyor,4/23/2019 7:16,0.905357599,1.098801374,1.000509944,0.977368891,0.069797279,2475.022705,2523.510254,2498.895259,2503.790283,17.63522174,14544,16879,0,0,17,training
20340000,Assy_Conveyor,4/23/2019 7:17,0.905357599,1.098801374,0.997783704,0.977368891,0.067915614,2475.022705,2523.510254,2500.794051,2503.790283,17.76106829,14561,16879,0,0,17,training
20400000,Assy_Conveyor,4/23/2019 7:18,0.905357599,1.098801374,0.997293507,0.977368891,0.069379898,2475.022705,2523.510254,2499.223891,2503.790283,17.89164581,14578,16879,0,0,17,training
20460000,Assy_Conveyor,4/23/2019 7:19,0.905357599,1.098801374,0.995575624,0.977368891,0.068205385,2475.022705,2523.510254,2500.364387,2503.790283,17.90679058,14595,16879,0,0,17,training
20520000,Assy_Conveyor,4/23/2019 7:20,0.905357599,1.098801374,0.998627049,0.977368891,0.06826253,2475.022705,2523.510254,2499.525119,2503.790283,17.9240861,14612,16879,0,0,17,training
20580000,Assy_Conveyor,4/23/2019 7:21,0.905357599,1.098801374,1.000124188,0.977368891,0.069227772,2475.022705,2523.510254,2499.253902,2503.790283,17.66346502,14629,16879,0,0,17,training
20640000,Assy_Conveyor,4/23/2019 7:22,0.905357599,1.098801374,1.000974529,1.005442739,0.066995604,2475.022705,2522.53833,2499.884752,2503.790283,17.6148644,14647,16879,0,0,18,training
20700000,Assy_Conveyor,4/23/2019 7:23,0.905357599,1.098801374,1.002165922,1.005442739,0.068934593,2475.022705,2522.53833,2499.906222,2503.790283,17.45923045,14664,16879,0,0,17,training
20760000,Assy_Conveyor,4/23/2019 7:24,0.905357599,1.098801374,1.005525085,1.005442739,0.067296179,2475.022705,2522.53833,2500.325335,2503.790283,17.56583989,14681,16879,0,0,17,training
20820000,Assy_Conveyor,4/23/2019 7:25,0.905357599,1.09918499,0.999489996,1.005442739,0.068571939,2475.022705,2523.510254,2498.733942,2501.291016,17.67882087,14698,16879,0,0,17,training
20880000,Assy_Conveyor,4/23/2019 7:26,0.906271815,1.09918499,0.998277882,0.977368891,0.067864222,2475.255615,2523.510254,2500.027171,2501.291016,17.98626392,14715,16879,0,0,17,training
20940000,Assy_Conveyor,4/23/2019 7:27,0.906271815,1.09918499,0.999667676,0.977368891,0.068726656,2475.255615,2523.510254,2499.664463,2501.291016,17.94010864,14732,16879,0,0,17,training
21000000,Assy_Conveyor,4/23/2019 7:28,0.906271815,1.09918499,0.997348473,0.977368891,0.069532664,2475.255615,2523.510254,2499.200109,2501.291016,17.89885605,14749,16879,0,0,17,training
21060000,Assy_Conveyor,4/23/2019 7:29,0.906271815,1.09918499,0.997557016,0.977368891,0.070799882,2475.255615,2523.510254,2500.337466,2503.790283,18.09415463,14766,16879,0,0,17,training
21120000,Assy_Conveyor,4/23/2019 7:30,0.906271815,1.09918499,1.000764505,0.977368891,0.072578344,2475.255615,2523.510254,2498.830544,2503.790283,17.86591862,14781,16879,0,0,15,training
21180000,Assy_Conveyor,4/23/2019 7:31,0.906271815,1.09918499,1.003276185,0.977368891,0.070458471,2475.255615,2523.510254,2500.991278,2503.790283,17.72908,14796,16879,0,0,15,training
21240000,Assy_Conveyor,4/23/2019 7:32,0.906271815,1.09918499,1.001015394,0.977368891,0.072481998,2475.255615,2523.510254,2499.728862,2503.790283,17.83688601,14812,16879,0,0,16,training
21300000,Assy_Conveyor,4/23/2019 7:33,0.905357599,1.09918499,0.998419576,0.977368891,0.073451193,2475.022705,2523.510254,2500.876185,2503.790283,18.05989172,14827,16879,0,0,15,training
21360000,Assy_Conveyor,4/23/2019 7:34,0.905357599,1.098801374,1.002512522,0.977368891,0.073711257,2475.022705,2523.510254,2500.535197,2503.790283,17.99648869,14843,16879,0,0,16,training
21420000,Assy_Conveyor,4/23/2019 7:35,0.905357599,1.098801374,1.000622799,0.977368891,0.07175912,2475.022705,2523.510254,2499.90568,2503.790283,17.93409549,14860,16879,0,0,17,training
21480000,Assy_Conveyor,4/23/2019 7:36,0.905357599,1.098801374,0.998767601,0.977368891,0.07110613,2475.022705,2523.510254,2500.655465,2503.790283,17.70707123,14878,16879,0,0,18,training
21540000,Assy_Conveyor,4/23/2019 7:37,0.905357599,1.098801374,1.002978434,0.977368891,0.071559931,2475.022705,2523.510254,2499.229533,2503.790283,17.79090396,14895,16879,0,0,17,training
21600000,Assy_Conveyor,4/23/2019 7:38,0.905357599,1.09918499,1.000017456,0.977368891,0.070332728,2475.022705,2523.510254,2500.506067,2503.790283,18.02024692,14910,16880,1,1,15,training
21660000,Assy_Conveyor,4/23/2019 7:39,0.906271815,1.09918499,1.001855086,0.977368891,0.072355268,2475.255615,2523.510254,2499.996524,2503.790283,18.10328014,14926,16880,0,0,16,training
21720000,Assy_Conveyor,4/23/2019 7:40,0.906271815,1.09918499,1.000573798,0.977368891,0.071929828,2475.255615,2523.510254,2500.80355,2503.790283,18.13460646,14942,16880,0,0,16,training
21780000,Assy_Conveyor,4/23/2019 7:41,0.906271815,1.09918499,1.00208032,0.977368891,0.071724034,2475.255615,2523.510254,2500.346752,2503.790283,18.07889359,14957,16880,0,0,15,training
21840000,Assy_Conveyor,4/23/2019 7:42,0.906271815,1.09918499,1.004012548,0.977368891,0.071897465,2475.255615,2523.510254,2499.969753,2503.790283,18.04288693,14973,16880,0,0,16,training
21900000,Assy_Conveyor,4/23/2019 7:43,0.906271815,1.09918499,0.998710588,0.977368891,0.071270142,2475.255615,2523.510254,2500.327745,2503.790283,18.19743777,14989,16880,0,0,16,training
21960000,Assy_Conveyor,4/23/2019 7:44,0.906271815,1.09918499,1.001984606,0.977368891,0.071609906,2475.255615,2523.510254,2500.606219,2503.790283,17.79753489,15004,16880,0,0,15,training
22020000,Assy_Conveyor,4/23/2019 7:45,0.906271815,1.09918499,1.001276878,0.977368891,0.070140747,2475.255615,2523.510254,2500.3907,2503.790283,18.03420026,15018,16880,0,0,14,training
22080000,Assy_Conveyor,4/23/2019 7:46,0.906271815,1.09918499,1.000966442,0.977368891,0.07249916,2475.255615,2523.510254,2499.325019,2503.790283,17.74875421,15034,16880,0,0,16,training
22140000,Assy_Conveyor,4/23/2019 7:47,0.905357599,1.09918499,1.00054339,0.977368891,0.07215692,2475.255615,2523.510254,2500.389138,2503.790283,18.25332134,15050,16880,0,0,16,training
22200000,Assy_Conveyor,4/23/2019 7:48,0.900268555,1.09918499,0.997073006,0.990045637,0.074050801,2475.255615,2524.205811,2500.162238,2501.447754,18.01600092,15065,16880,0,0,15,training
22260000,Assy_Conveyor,4/23/2019 7:49,0.900268555,1.09918499,1.001968882,1.002722383,0.072856212,2475.255615,2524.205811,2499.991392,2501.447754,17.83390513,15081,16880,0,0,16,training
22320000,Assy_Conveyor,4/23/2019 7:50,0.906271815,1.09918499,0.998529059,1.002722383,0.072443994,2475.255615,2524.205811,2500.866276,2501.447754,17.9445137,15099,16880,0,0,18,training
22380000,Assy_Conveyor,4/23/2019 7:51,0.906271815,1.09918499,0.996205189,1.002722383,0.069509013,2475.255615,2524.205811,2499.163751,2501.447754,17.88771932,15116,16880,0,0,17,training
22440000,Assy_Conveyor,4/23/2019 7:52,0.906271815,1.09918499,0.997934677,1.002722383,0.069026082,2475.255615,2524.205811,2499.701486,2501.447754,17.82033868,15133,16880,0,0,17,training
22500000,Assy_Conveyor,4/23/2019 7:53,0.900268555,1.09918499,0.999902936,1.002722383,0.070004773,2475.255615,2524.205811,2499.725328,2501.447754,17.91527573,15150,16880,0,0,17,training
22560000,Assy_Conveyor,4/23/2019 7:54,0.900268555,1.090923667,1.000642217,1.002722383,0.07012892,2475.700928,2524.205811,2499.976084,2501.447754,17.98738195,15166,16880,0,0,16,training
22620000,Assy_Conveyor,4/23/2019 7:55,0.900268555,1.090923667,1.002742339,1.002722383,0.070069982,2475.700928,2524.205811,2499.790265,2501.447754,18.07189204,15181,16880,0,0,15,training
22680000,Assy_Conveyor,4/23/2019 7:56,0.900268555,1.090923667,0.997541108,1.002722383,0.070631001,2475.700928,2524.205811,2499.944889,2501.447754,17.84494068,15196,16880,0,0,15,training
22740000,Assy_Conveyor,4/23/2019 7:57,0.900268555,1.090923667,0.997017498,1.002722383,0.072372876,2475.700928,2524.205811,2500.607288,2501.447754,17.72931482,15212,16880,0,0,16,training
22800000,Assy_Conveyor,4/23/2019 7:58,0.900268555,1.090923667,0.999278373,1.002722383,0.073492373,2475.700928,2524.205811,2501.033851,2501.447754,17.78248975,15227,16880,0,0,15,training
22860000,Assy_Conveyor,4/23/2019 7:59,0.900268555,1.09675324,0.996965422,1.002722383,0.072992594,2475.700928,2524.734375,2500.732657,2501.447754,17.63689163,15243,16880,0,0,16,training
22920000,Assy_Conveyor,4/23/2019 8:00,0.903038383,1.09675324,1.000343047,1.01543653,0.07049482,2476.466064,2524.734375,2500.167245,2498.778809,17.74830398,15258,16880,0,0,15,training
22980000,Assy_Conveyor,4/23/2019 8:01,0.903038383,1.09675324,0.99604221,1.01543653,0.070888351,2476.466064,2524.734375,2499.637382,2498.778809,17.66732481,15274,16880,0,0,16,training
23040000,Assy_Conveyor,4/23/2019 8:02,0.903038383,1.09675324,0.99780394,1.01543653,0.071042633,2476.466064,2524.734375,2500.538298,2498.778809,18.04589028,15289,16880,0,0,15,training
23100000,Assy_Conveyor,4/23/2019 8:03,0.903038383,1.09675324,1.000966873,1.01543653,0.071084283,2475.738281,2524.734375,2500.804443,2498.778809,17.95399413,15305,16880,0,0,16,training
23160000,Assy_Conveyor,4/23/2019 8:04,0.903038383,1.09675324,0.995436757,1.01543653,0.073966058,2475.738281,2524.734375,2500.527217,2498.778809,17.75406867,15320,16880,0,0,15,training
23220000,Assy_Conveyor,4/23/2019 8:05,0.900148213,1.09675324,1.002491239,1.01543653,0.072285866,2475.738281,2524.734375,2499.798119,2498.778809,17.59248222,15336,16880,0,0,16,training
23280000,Assy_Conveyor,4/23/2019 8:06,0.900148213,1.09675324,1.00356314,1.01543653,0.074389855,2475.738281,2524.734375,2500.690083,2498.778809,17.92795315,15354,16880,0,0,18,training
23340000,Assy_Conveyor,4/23/2019 8:07,0.900148213,1.09675324,0.99674387,1.01543653,0.074119625,2475.738281,2524.734375,2499.411901,2498.778809,18.05644056,15370,16881,1,1,16,training
23400000,Assy_Conveyor,4/23/2019 8:08,0.900148213,1.09675324,1.00172533,1.01543653,0.073939556,2475.738281,2524.734375,2500.383093,2498.778809,17.96529299,15387,16881,0,0,17,training
23460000,Assy_Conveyor,4/23/2019 8:09,0.900148213,1.090923667,0.996916131,1.004606009,0.068551074,2475.738281,2524.244873,2499.347767,2498.778809,17.93294542,15404,16881,0,0,17,training
23520000,Assy_Conveyor,4/23/2019 8:10,0.900148213,1.09675324,0.998633371,1.004606009,0.069611879,2475.738281,2524.244873,2499.520601,2498.778809,17.89533057,15422,16881,0,0,18,training
23580000,Assy_Conveyor,4/23/2019 8:11,0.903038383,1.09675324,0.999445894,1.01543653,0.071251515,2476.466064,2524.734375,2500.521655,2498.778809,17.72632086,15436,16881,0,0,14,training
23640000,Assy_Conveyor,4/23/2019 8:12,0.903038383,1.09675324,0.997226392,1.01543653,0.070945404,2476.466064,2524.734375,2500.054879,2498.778809,17.50457569,15452,16881,0,0,16,training
23700000,Assy_Conveyor,4/23/2019 8:13,0.903038383,1.09675324,1.002064658,1.01543653,0.071029188,2476.466064,2524.734375,2501.057613,2498.778809,17.44816615,15468,16881,0,0,16,training
23760000,Assy_Conveyor,4/23/2019 8:14,0.903038383,1.09675324,1.000186501,1.01543653,0.070887019,2476.466064,2524.734375,2500.182369,2498.778809,17.75841017,15483,16881,0,0,15,training
23820000,Assy_Conveyor,4/23/2019 8:15,0.903038383,1.09675324,0.99835064,1.01543653,0.071288789,2476.466064,2524.734375,2500.437864,2498.778809,17.83874793,15498,16881,0,0,15,training
23880000,Assy_Conveyor,4/23/2019 8:16,0.903038383,1.09675324,0.999664154,1.01543653,0.071258664,2476.466064,2524.734375,2499.672394,2498.778809,17.94935706,15514,16881,0,0,16,training
23940000,Assy_Conveyor,4/23/2019 8:17,0.903038383,1.09675324,0.999227662,1.01543653,0.070570242,2476.466064,2524.734375,2500.80668,2498.778809,17.37666693,15530,16881,0,0,16,training
24000000,Assy_Conveyor,4/23/2019 8:18,0.903038383,1.09675324,0.998944869,1.01543653,0.072404822,2476.466064,2524.734375,2501.490108,2498.778809,17.52875229,15544,16881,0,0,14,training
24060000,Assy_Conveyor,4/23/2019 8:19,0.903038383,1.09675324,1.000602504,1.01543653,0.070242344,2476.466064,2524.734375,2500.570228,2498.778809,17.79815415,15559,16881,0,0,15,training
24120000,Assy_Conveyor,4/23/2019 8:20,0.903038383,1.09675324,1.002614307,1.01543653,0.071722342,2476.466064,2524.734375,2500.039878,2498.778809,17.72125897,15575,16881,0,0,16,training
24180000,Assy_Conveyor,4/23/2019 8:21,0.901198626,1.099893808,1.001935057,1.01543653,0.070776315,2475.025879,2524.974365,2500.007537,2498.778809,18.13068038,15590,16881,0,0,15,training
24240000,Assy_Conveyor,4/23/2019 8:22,0.900021911,1.099789262,0.998482911,1,0.073012653,2475.243408,2524.974365,2500.718828,2500.82019,17.67473538,15606,16881,0,0,16,training
24300000,Assy_Conveyor,4/23/2019 8:23,0.900063396,1.099074841,1.00302736,1.013571501,0.077903214,2475.019043,2524.991455,2500.501766,2501.171509,17.44502873,15622,16881,0,0,16,training
24360000,Assy_Conveyor,4/23/2019 8:24,0.90002656,1.099989295,1.004802867,1.010035098,0.071875345,2475.07373,2524.999268,2500.541428,2502.230957,17.97123327,15634,16881,0,0,12,training
24420000,Assy_Conveyor,4/23/2019 8:25,0.900137067,1.09999454,0.99805523,0.992053628,0.069805718,2475.00708,2524.998535,2499.132093,2502.230957,17.88908406,15643,16881,0,0,9,training
24480000,Assy_Conveyor,4/23/2019 8:26,0.900003493,1.099384546,0.99523478,0.999162257,0.070858474,2475.01123,2524.405518,2499.310004,2497.57373,18.02006301,15655,16881,0,0,12,training
24540000,Assy_Conveyor,4/23/2019 8:27,0.900087714,1.099699855,0.999830834,1.012741089,0.069946693,2475.00708,2524.906494,2500.811892,2503.4104,18.28063686,15668,16881,0,0,13,training
24600000,Assy_Conveyor,4/23/2019 8:28,0.900171876,1.099851727,1.001177276,1.022834599,0.07320399,2475.008789,2524.977295,2499.754888,2498.151611,17.91852675,15683,16881,0,0,15,training
24660000,Assy_Conveyor,4/23/2019 8:29,0.900087714,1.098735809,0.997911536,0.987258911,0.065257803,2475.00708,2524.72168,2500.926514,2500.506104,18.24777699,15698,16881,0,0,15,training
24720000,Assy_Conveyor,4/23/2019 8:30,0.900010765,1.099989295,0.997626659,1.000942469,0.05724337,2475.138672,2524.756836,2500.271802,2499.87793,17.532848,15715,16881,0,0,17,training
24780000,Assy_Conveyor,4/23/2019 8:31,0.901732266,1.09999907,1.002074036,0.991423547,0.073119908,2475,2524.520508,2500.369634,2502.387451,17.75635172,15732,16881,0,0,17,training
24840000,Assy_Conveyor,4/23/2019 8:32,0.901732266,1.099989295,1.000639648,0.991423547,0.072240943,2475.122803,2524.520508,2498.809805,2502.387451,17.97634524,15750,16881,0,0,18,training
24900000,Assy_Conveyor,4/23/2019 8:33,0.901732266,1.099989295,0.999136094,0.991423547,0.074567368,2475.122803,2524.520508,2500.266656,2502.387451,18.20750552,15767,16881,0,0,17,training
24960000,Assy_Conveyor,4/23/2019 8:34,0.901732266,1.099989295,1.002105399,0.991423547,0.0752547,2475.122803,2524.520508,2499.558706,2502.387451,18.58910681,15784,16881,0,0,17,training
25020000,Assy_Conveyor,4/23/2019 8:35,0.901732266,1.099989295,1.00225087,0.991423547,0.071838707,2475.122803,2524.520508,2500.590825,2502.387451,18.12749959,15800,16882,1,1,16,training
25080000,Assy_Conveyor,4/23/2019 8:36,0.901732266,1.099989295,0.996901084,0.991423547,0.069963112,2475.122803,2524.520508,2499.312436,2502.387451,17.57402322,15817,16882,0,0,17,training
25140000,Assy_Conveyor,4/23/2019 8:37,0.901732266,1.099989295,0.998124619,0.991423547,0.070677619,2475.122803,2524.520508,2499.119095,2502.387451,17.65471958,15834,16882,0,0,17,training
25200000,Assy_Conveyor,4/23/2019 8:38,0.911672473,1.099989295,1.000008703,0.991423547,0.070110273,2475.122803,2524.520508,2500.478322,2502.387451,17.8783276,15851,16882,0,0,17,training
